TypeStay,GuestNationality,Region,Month,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Here of in permanent camping slot,Denmark,Region Syddanmark,March,20986,16548,17946,12886,15534,26563,21216,19600,20211,18387,40716,24883,19473,43466,14971,22695,94486,33127,69080,38713,47180,42305,38663,19067,26665,20396,22905,18657,17673,23686
Here of in permanent camping slot,Denmark,Region Syddanmark,April,54048,67827,73092,73827,75106,64286,73165,81622,95472,83334,89388,115951,111544,112369,114523,132117,144178,148230,157625,163734,159726,147672,135852,154113,150235,148534,145372,139025,117459,0
Here of in permanent camping slot,Denmark,Region Syddanmark,May,113559,115835,115553,109332,118189,119403,116435,129081,120410,131588,129855,152890,158870,151131,148637,172712,195506,196330,196507,196828,198331,183552,178728,187268,181713,184304,177461,174784,161733,0
Here of in permanent camping slot,Denmark,Region Syddanmark,June,150264,157010,154879,151544,150148,140249,146876,148717,162646,156193,146437,170600,157730,154090,166016,178057,204664,213710,204593,214538,215806,207012,199920,204984,203309,202848,198072,197448,182119,0
Here of in permanent camping slot,Denmark,Region Syddanmark,July,319274,309906,301051,323843,312895,288363,275981,296224,269478,282292,288709,300829,276409,266536,298519,283301,296126,301169,312818,323105,305352,298872,293664,305550,304710,319158,298914,294420,301790,0
Here of in permanent camping slot,Denmark,Region Syddanmark,August,156998,149097,157185,153711,160222,146945,141329,151380,140939,148921,159607,169070,159553,146742,164002,177667,204744,199648,209026,211451,210551,212651,207252,211679,204707,205399,199543,197643,210830,0
Here of in permanent camping slot,Denmark,Region Syddanmark,September,62309,59297,64453,63955,67470,65068,61114,72959,69543,73053,79731,83387,78575,77782,86289,94920,106061,103830,108780,106584,106286,102776,101929,101123,100238,103047,96767,96594,100336,0
Here of in permanent camping slot,Denmark,Region Syddanmark,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20448,21177,22848,21376,21115,24526,0
Here of in permanent camping slot,Denmark,Region Syddanmark,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12378,12606,12576,12060,13026,12876,0
Here of in permanent camping slot,Denmark,Region Syddanmark,December,22697,24811,24104,14809,24576,31312,31936,30515,29238,30849,34753,32083,38194,38141,37030,42799,54752,60074,48335,50883,50190,45623,46029,12008,12666,12618,12126,13038,13776,0
Here of in permanent camping slot,Denmark,Region Midtjylland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5835,5643,5800,5675,6035,6815,7075
Here of in permanent camping slot,Denmark,Region Midtjylland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6005,5595,6090,5935,6110,6710,7100
Here of in permanent camping slot,Denmark,Region Midtjylland,March,16557,25106,17461,13960,13896,16153,12431,16720,13886,18220,36548,20028,21780,45045,18069,24673,61091,21767,35929,21113,30314,27264,23698,13323,21134,14047,15385,13247,12261,20220
Here of in permanent camping slot,Denmark,Region Midtjylland,April,75392,79948,80216,77047,76835,63318,80055,88596,89550,88139,100689,107111,108125,105259,108548,129103,119293,113569,109012,112815,118483,118284,112553,119384,113604,111012,108628,106644,93703,0
Here of in permanent camping slot,Denmark,Region Midtjylland,May,140753,144467,121582,119019,116874,116521,121168,112906,110180,112859,126752,128714,137721,144908,139211,150761,157403,148214,143756,137372,144627,143676,143162,141867,137463,136896,131387,132561,126744,0
Here of in permanent camping slot,Denmark,Region Midtjylland,June,161629,152029,140086,138969,134030,132674,131954,121569,134280,131593,135887,136845,127543,141262,141719,141354,162089,159001,153950,158276,155401,160992,164160,160392,156600,155400,151536,151152,142965,0
Here of in permanent camping slot,Denmark,Region Midtjylland,July,247171,236121,214522,227827,217843,229594,213921,203348,195889,193096,192660,188653,182440,183586,193271,181864,205706,221701,223131,220933,227329,227724,233772,236628,230622,229950,227682,228438,238100,0
Here of in permanent camping slot,Denmark,Region Midtjylland,August,144561,144656,128731,131220,134526,146945,128505,122840,126079,134892,129147,134356,130572,136756,137064,135782,145384,152330,145613,149170,153527,158274,158085,160582,156762,157356,154764,154170,163998,0
Here of in permanent camping slot,Denmark,Region Midtjylland,September,76196,76125,70174,61075,66802,67173,63543,69843,71774,67635,82112,79102,74152,82039,84090,85304,83725,87117,75519,75501,77356,73577,78083,79713,77412,78190,77040,77610,83604,0
Here of in permanent camping slot,Denmark,Region Midtjylland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13295,15611,15406,15765,16687,18932,0
Here of in permanent camping slot,Denmark,Region Midtjylland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7236,7302,7110,7578,7218,8412,0
Here of in permanent camping slot,Denmark,Region Midtjylland,December,25747,20327,18830,14583,16559,26469,22569,27027,24124,26656,27485,32990,31933,31567,37047,33627,44898,42080,31000,34215,33985,28095,27403,6912,7224,7176,7428,7344,7854,0
Here of in permanent camping slot,Denmark,Region Nordjylland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4935,4475,4815,5315,5865,5940,6095
Here of in permanent camping slot,Denmark,Region Nordjylland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4760,4455,4855,5240,5810,6120,5675
Here of in permanent camping slot,Denmark,Region Nordjylland,March,7386,7588,8298,10104,18112,16329,24236,25933,36635,38202,46693,27054,32320,43781,22616,27862,50380,15679,28398,15390,22246,27284,19992,11736,17232,11697,12310,10813,9728,13265
Here of in permanent camping slot,Denmark,Region Nordjylland,April,39741,44255,45702,41257,50741,39841,50675,53045,69298,73619,74118,88716,87648,92657,96251,99688,116448,115480,109941,115001,109198,101844,89503,95392,96578,89831,91367,88045,76953,0
Here of in permanent camping slot,Denmark,Region Nordjylland,May,70142,79709,78426,74034,80832,81510,85587,86836,87172,90039,101512,114335,120508,115298,111187,129444,151550,140566,134487,135821,137265,124089,118157,116854,117389,109683,107710,114703,105113,0
Here of in permanent camping slot,Denmark,Region Nordjylland,June,87359,89578,91702,95822,98589,96847,94027,98983,102131,103185,101922,111209,133127,125553,130427,144140,152462,160346,149987,161021,150910,139392,136248,135768,133824,127056,124560,126648,120123,0
Here of in permanent camping slot,Denmark,Region Nordjylland,July,161374,155074,167625,161833,152116,164521,147150,151468,139512,147915,159502,159753,160231,161364,179868,190163,189252,203207,205308,217029,205405,201558,195510,209496,210336,191730,191562,193578,194535,0
Here of in permanent camping slot,Denmark,Region Nordjylland,August,81330,85256,90470,92779,89429,101104,99574,93668,92053,94662,100389,102855,116442,117279,124686,139836,148913,151021,139458,150220,145295,142668,137187,141750,137781,134379,131517,134730,136012,0
Here of in permanent camping slot,Denmark,Region Nordjylland,September,34615,32857,31641,32697,35101,40885,39924,42560,46687,45000,45081,52935,54502,57003,61163,65062,73677,78889,71505,65122,64221,60705,57418,61143,60756,62999,60897,62846,65056,0
Here of in permanent camping slot,Denmark,Region Nordjylland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11616,12017,11814,12559,12934,16519,0
Here of in permanent camping slot,Denmark,Region Nordjylland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5880,5892,7272,7152,7272,7385,0
Here of in permanent camping slot,Denmark,Region Nordjylland,December,8236,7298,8627,12326,22525,24496,24143,25958,24618,29473,34257,30623,34924,27496,34448,28370,36271,27443,22424,27730,26438,24144,20735,5802,5832,7254,7344,7374,6696,0
Here of in permanent camping slot,World outside Denmark,All Denmark,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3328,3384,3445,3545,3500,3519,0
Here of in permanent camping slot,World outside Denmark,All Denmark,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455,3600,3300,3505,3520,3640,0
Here of in permanent camping slot,World outside Denmark,All Denmark,March,8296,7013,9060,10671,13073,24933,10514,10596,8137,6019,23099,7920,11443,25135,8362,16608,34722,10052,18802,11450,14414,19034,12810,5764,7263,5303,5730,4785,4348,0
Here of in permanent camping slot,World outside Denmark,All Denmark,April,44563,55392,56020,55138,60968,48946,61267,58992,67691,59528,66042,68281,72564,57790,55360,59305,50498,58958,55183,56201,52496,51742,46579,52618,49947,49017,50331,47322,0,0
Here of in permanent camping slot,World outside Denmark,All Denmark,May,74934,89808,86443,86278,87531,91404,93309,88103,79451,84248,84208,89037,91069,81862,76447,81436,74890,80268,68262,67839,67402,63272,63461,63110,60979,64431,62056,62342,0,0
Here of in permanent camping slot,World outside Denmark,All Denmark,June,114058,107474,102572,112707,106217,108395,108441,103128,114290,105186,95907,101754,89548,86266,87178,87890,86777,85016,73665,76524,74900,73308,75072,73392,70365,68424,68736,71496,28704,0
Here of in permanent camping slot,World outside Denmark,All Denmark,July,220455,219153,210600,234728,231345,223161,184709,181639,165981,192840,201319,198974,189817,173081,166288,141619,146325,149159,138181,132984,124074,126630,126672,121800,118692,116424,117054,118986,99078,0
Here of in permanent camping slot,World outside Denmark,All Denmark,August,119587,115475,133723,124039,129762,131526,173283,169548,167932,146635,135154,138124,127869,114881,104775,115242,106676,106778,99052,92764,93128,83914,86886,80537,82208,78050,79614,80811,76597,0
Here of in permanent camping slot,World outside Denmark,All Denmark,September,43448,43667,43491,44293,52135,50601,48859,51220,53894,51294,56246,58825,63008,60450,54964,53273,50825,45538,44363,44925,42192,41803,42116,39313,40239,38256,40534,40153,37899,0
Here of in permanent camping slot,World outside Denmark,All Denmark,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7768,8191,9195,8779,8254,9023,0
Here of in permanent camping slot,World outside Denmark,All Denmark,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3972,4020,3882,3936,4524,4116,0
Here of in permanent camping slot,World outside Denmark,All Denmark,December,10127,19521,15871,13015,17983,21916,24367,23833,23657,22525,21813,19709,24160,28372,28541,27319,24208,24896,21700,16788,16442,20843,16984,3775,4085,3893,3809,4566,4068,0
Here of in permanent camping slot,World outside Denmark,Region Hovedstaden,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,119,125,120,130,95,0
Here of in permanent camping slot,World outside Denmark,Region Hovedstaden,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,130,120,130,130,100,0
Here of in permanent camping slot,World outside Denmark,Region Hovedstaden,March,362,0,0,2,66,70,15,14,101,155,236,64,214,512,472,443,390,420,541,427,538,232,134,148,144,201,119,125,112,0
Here of in permanent camping slot,World outside Denmark,Region Hovedstaden,April,130,180,177,10,37,67,72,95,332,225,205,125,221,252,171,849,472,630,612,653,608,730,657,540,542,596,560,543,0,0
Here of in permanent camping slot,World outside Denmark,Region Hovedstaden,May,256,145,437,20,109,146,154,212,301,271,157,127,266,342,469,1728,1046,783,704,910,816,842,779,686,726,2335,774,760,0,0
Here of in permanent camping slot,World outside Denmark,Region Hovedstaden,June,280,369,516,54,170,290,275,432,470,453,267,294,189,473,432,1771,1245,737,831,1034,864,1320,1464,864,960,936,984,864,276,0
Here of in permanent camping slot,World outside Denmark,Region Hovedstaden,July,360,441,528,90,533,525,739,622,508,415,385,322,275,582,867,1815,3431,1253,2947,1714,1479,2226,2646,1764,1554,2226,1680,1806,1008,0
Here of in permanent camping slot,World outside Denmark,Region Hovedstaden,August,418,227,210,31,253,158,334,471,378,396,169,220,225,388,771,1936,1337,826,1120,1249,1029,1215,1269,1188,1026,999,2025,837,675,0
Here of in permanent camping slot,World outside Denmark,Region Hovedstaden,September,94,44,126,30,58,171,242,170,88,134,113,88,147,368,593,1321,1115,439,710,783,604,595,655,569,555,516,593,443,358,0
Here of in permanent camping slot,World outside Denmark,Region Hovedstaden,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,162,156,142,147,102,0
Here of in permanent camping slot,World outside Denmark,Region Hovedstaden,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,162,162,150,132,96,0
Here of in permanent camping slot,World outside Denmark,Region Hovedstaden,December,0,10,204,0,0,10,10,78,72,221,116,38,96,300,886,456,1070,995,740,637,549,290,641,155,149,161,137,126,96,0
Here of in permanent camping slot,World outside Denmark,Region Sjælland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,55,60,55,90,44,0
Here of in permanent camping slot,World outside Denmark,Region Sjælland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,50,40,45,115,40,0
Here of in permanent camping slot,World outside Denmark,Region Sjælland,March,250,182,375,250,22,469,12,114,0,0,993,120,101,703,205,34,487,84,61,60,81,60,75,52,69,126,103,123,86,0
Here of in permanent camping slot,World outside Denmark,Region Sjælland,April,682,1978,1297,1330,897,887,888,1004,747,939,1733,1572,1674,1265,732,936,506,816,2196,763,606,540,482,1176,738,722,614,1070,0,0
Here of in permanent camping slot,World outside Denmark,Region Sjælland,May,886,2742,2562,1600,1359,1175,1034,1198,690,855,1731,2390,1663,1719,1206,1319,589,1017,976,955,833,798,756,1491,1512,882,756,1050,0,0
Here of in permanent camping slot,World outside Denmark,Region Sjælland,June,2308,1675,1292,2146,2332,1879,1359,1652,1086,1862,2395,2507,1478,1868,1609,1444,1414,589,1134,1045,916,888,936,2040,1824,1056,912,1320,612,0
Here of in permanent camping slot,World outside Denmark,Region Sjælland,July,5183,5874,3962,4253,5392,5839,4649,5149,4349,4447,5143,4549,4112,2584,2182,2005,1169,1490,2745,1864,1591,1554,2058,2100,2058,2058,1386,1890,2688,0
Here of in permanent camping slot,World outside Denmark,Region Sjælland,August,3299,3108,1286,1476,3663,3239,3268,3440,3859,4419,5136,3898,3025,2651,1705,1886,1367,1250,1383,1137,1116,999,1080,1269,4482,1161,1188,1107,1701,0
Here of in permanent camping slot,World outside Denmark,Region Sjælland,September,1051,985,742,782,1154,702,659,818,663,633,1233,1161,1312,937,936,915,1124,344,678,572,528,459,447,453,1083,953,444,478,959,0
Here of in permanent camping slot,World outside Denmark,Region Sjælland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,119,82,102,82,198,0
Here of in permanent camping slot,World outside Denmark,Region Sjælland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,42,96,84,132,0
Here of in permanent camping slot,World outside Denmark,Region Sjælland,December,530,290,166,73,80,4,6,32,100,30,234,148,119,450,59,266,1116,108,94,36,164,64,217,28,72,54,120,102,60,0
Here of in permanent camping slot,World outside Denmark,Region Syddanmark,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745,2770,2730,2980,2865,2810,0
Here of in permanent camping slot,World outside Denmark,Region Syddanmark,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,2980,2655,2905,2815,2810,0
Here of in permanent camping slot,World outside Denmark,Region Syddanmark,March,5732,5074,4338,5697,9654,20463,8847,9207,7225,4761,18946,6356,9151,19789,5495,13626,29283,8214,15475,9197,11447,15950,10786,4684,5744,4094,4486,3732,3251,0
Here of in permanent camping slot,World outside Denmark,Region Syddanmark,April,33977,42487,44967,43538,49816,39326,49453,50254,56424,49603,54082,55685,58992,45539,43663,47078,40100,45985,41529,43279,40178,39657,35717,41166,39230,38359,39292,36518,0,0
Here of in permanent camping slot,World outside Denmark,Region Syddanmark,May,57431,67047,65942,66156,66675,70950,70433,70830,63378,68703,66041,69004,71626,63569,58961,62833,59270,64543,52925,51947,52174,48459,48975,48896,46977,48463,47790,48111,0,0
Here of in permanent camping slot,World outside Denmark,Region Syddanmark,June,88634,84370,81487,88218,82447,83825,80689,80469,91487,81790,74420,77569,67813,65707,67367,66859,69143,68786,56527,57384,57331,55740,56976,55080,54213,52704,53592,55200,22104,0
Here of in permanent camping slot,World outside Denmark,Region Syddanmark,July,171586,174378,170381,189089,181200,171194,136595,141483,125368,157040,164480,161342,150405,139272,132243,109152,113421,118018,107676,102756,95119,97398,96852,94080,92442,88410,89418,91980,75390,0
Here of in permanent camping slot,World outside Denmark,Region Syddanmark,August,89513,88233,107913,98393,99788,100871,139859,142232,138150,118839,109514,111450,100361,89076,84561,92912,85448,86602,78742,72052,72993,65716,66312,62908,61175,60419,60444,62910,59884,0
Here of in permanent camping slot,World outside Denmark,Region Syddanmark,September,32648,32304,33142,35162,41465,39912,38566,42325,43177,41888,46413,47990,52311,50170,45026,43593,39632,36138,35095,35584,32650,33135,33967,31514,31284,30104,32068,31886,30017,0
Here of in permanent camping slot,World outside Denmark,Region Syddanmark,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6299,6523,7688,7251,6551,7518,0
Here of in permanent camping slot,World outside Denmark,Region Syddanmark,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150,3216,3138,3054,3612,3438,0
Here of in permanent camping slot,World outside Denmark,Region Syddanmark,December,7140,15540,13617,10682,15917,19870,21699,21514,21224,19061,18567,16523,20278,24421,23216,23278,18800,19952,18240,13233,12402,18280,14190,3087,3306,3150,2976,3636,3486,0
Here of in permanent camping slot,World outside Denmark,Region Midtjylland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,200,200,190,205,255,0
Here of in permanent camping slot,World outside Denmark,Region Midtjylland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,195,205,200,210,350,0
Here of in permanent camping slot,World outside Denmark,Region Midtjylland,March,1590,1567,4224,4552,3171,3550,1402,1080,400,767,2529,1093,1295,3177,1637,1846,3129,966,1366,1005,1294,1176,723,388,507,307,406,271,342,0
Here of in permanent camping slot,World outside Denmark,Region Midtjylland,April,8575,9162,8158,8557,8225,6652,8470,5490,7121,6420,6486,8093,7587,7365,7296,6593,6475,7176,6615,6425,6061,5598,5017,5178,4392,4437,4763,4270,0,0
Here of in permanent camping slot,World outside Denmark,Region Midtjylland,May,12035,14053,12634,13062,13326,12323,14531,9868,10125,9484,10462,11679,10043,9912,9898,9236,9713,8105,8241,7822,7416,6684,6568,6242,5675,5927,6268,6142,0,0
Here of in permanent camping slot,World outside Denmark,Region Midtjylland,June,15291,12323,12295,13460,11681,12543,16372,12324,12835,11488,12453,12173,11491,10047,11099,10357,8751,7779,8385,9676,8825,7656,8040,8520,6336,6720,5568,7008,2472,0
Here of in permanent camping slot,World outside Denmark,Region Midtjylland,July,29500,23825,21345,25957,27114,25605,25093,18278,20262,17404,17480,19703,19347,16868,17152,15691,16056,16074,12651,12802,13176,11508,12348,11970,9912,10416,11004,10836,9072,0
Here of in permanent camping slot,World outside Denmark,Region Midtjylland,August,17605,14859,16659,14954,15752,15029,18707,14253,16175,15544,13559,14494,15706,14316,10430,10075,10212,9790,9571,9440,9454,7452,8505,6936,6642,6507,7020,7479,6372,0
Here of in permanent camping slot,World outside Denmark,Region Midtjylland,September,7388,8456,7507,5925,7298,6845,6139,5834,7233,6115,5700,6142,6243,5748,5032,4342,4654,4742,4681,4426,4837,3779,3702,3148,3210,2574,3302,3481,3054,0
Here of in permanent camping slot,World outside Denmark,Region Midtjylland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,573,608,623,792,569,0
Here of in permanent camping slot,World outside Denmark,Region Midtjylland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,252,228,258,282,150,0
Here of in permanent camping slot,World outside Denmark,Region Midtjylland,December,2255,3442,1753,2068,1734,1795,2493,1939,1717,3009,2309,2408,2783,2241,3047,2440,2189,2577,1856,1523,1779,1035,1115,252,264,234,252,288,138,0
Here of in permanent camping slot,World outside Denmark,Region Nordjylland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,240,330,200,210,315,0
Here of in permanent camping slot,World outside Denmark,Region Nordjylland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,245,280,225,250,340,0
Here of in permanent camping slot,World outside Denmark,Region Nordjylland,March,362,190,123,170,160,381,238,181,411,336,395,287,682,954,553,659,1433,368,1359,761,1054,1616,1092,492,799,575,615,534,558,0
Here of in permanent camping slot,World outside Denmark,Region Nordjylland,April,1199,1585,1421,1703,1993,2014,2384,2149,3067,2341,3536,2806,4090,3369,3498,3849,2945,4351,4231,5081,5043,5216,4706,4558,5045,4904,5103,4920,0,0
Here of in permanent camping slot,World outside Denmark,Region Nordjylland,May,4326,5821,4868,5440,6062,6810,7157,5995,4957,4935,5817,5837,7471,6320,5913,6320,4272,5820,5416,6205,6163,6489,6384,5796,6090,6825,6468,6279,0,0
Here of in permanent camping slot,World outside Denmark,Region Nordjylland,June,7545,8737,6982,8829,9587,9858,9746,8251,8412,9593,6372,9211,8577,8171,6671,7459,6224,7125,6788,7385,6964,7704,7656,6888,7032,7008,7680,7104,3240,0
Here of in permanent camping slot,World outside Denmark,Region Nordjylland,July,13826,14635,14384,15339,17106,19998,17633,16107,15494,13534,13831,13058,15678,13775,13844,12956,12248,12324,12162,13848,12709,13944,12768,11886,12726,13314,13566,12474,10920,0
Here of in permanent camping slot,World outside Denmark,Region Nordjylland,August,8752,9048,7655,9185,10306,12229,11115,9152,9370,7437,6776,8062,8552,8450,7308,8433,8312,8310,8236,8886,8536,8532,9720,8235,8883,8964,8937,8478,7965,0
Here of in permanent camping slot,World outside Denmark,Region Nordjylland,September,2267,1878,1974,2394,2160,2971,3253,2073,2733,2524,2787,3444,2995,3227,3377,3102,4300,3875,3199,3560,3573,3835,3346,3631,4108,4110,4128,3866,3511,0
Here of in permanent camping slot,World outside Denmark,Region Nordjylland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,815,661,659,681,636,0
Here of in permanent camping slot,World outside Denmark,Region Nordjylland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,360,312,378,414,300,0
Here of in permanent camping slot,World outside Denmark,Region Nordjylland,December,202,239,131,192,252,237,159,270,544,204,587,592,884,960,1333,879,1033,1264,770,1359,1548,1174,820,252,294,294,324,414,288,0
Here of in permanent camping slot,Sweden,All Denmark,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,99,125,110,115,105,0
Here of in permanent camping slot,Sweden,All Denmark,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,110,110,125,115,115,0
Here of in permanent camping slot,Sweden,All Denmark,March,386,224,260,232,171,108,160,124,169,159,378,78,212,694,400,180,372,497,400,150,325,247,150,112,134,176,116,119,123,0
Here of in permanent camping slot,Sweden,All Denmark,April,2306,403,534,493,334,454,271,783,578,421,475,392,2953,371,956,532,295,536,641,610,687,742,692,641,666,741,662,866,0,0
Here of in permanent camping slot,Sweden,All Denmark,May,2248,893,1105,1199,798,970,822,787,880,1730,662,604,1883,545,663,445,1025,651,723,822,871,919,1180,698,782,2420,766,1039,0,0
Here of in permanent camping slot,Sweden,All Denmark,June,5965,1923,1217,865,1253,10476,1013,1468,4331,1161,845,1256,2277,959,599,551,688,803,1058,1020,1037,1176,1104,1008,1128,1176,1848,1200,456,0
Here of in permanent camping slot,Sweden,All Denmark,July,5255,2716,3408,2553,2104,2446,4140,2583,2264,1868,1713,1319,3853,1394,1245,1328,2911,1285,2348,1606,1812,1764,1932,2100,1596,3108,3906,2058,1722,0
Here of in permanent camping slot,Sweden,All Denmark,August,4055,1849,1156,1174,1168,1077,1393,11400,2345,1072,1123,876,2010,1615,2049,687,1961,851,1248,1260,1133,1242,1323,2268,1431,1296,2646,1242,2700,0
Here of in permanent camping slot,Sweden,All Denmark,September,1372,447,373,337,408,580,486,601,525,333,343,265,588,2404,3625,1273,576,414,626,601,558,582,703,526,565,688,851,591,658,0
Here of in permanent camping slot,Sweden,All Denmark,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,144,141,158,144,118,0
Here of in permanent camping slot,Sweden,All Denmark,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,150,162,174,342,96,0
Here of in permanent camping slot,Sweden,All Denmark,December,114,317,407,86,200,57,68,1451,292,315,331,112,204,2158,3295,66,590,741,428,355,370,301,593,126,159,129,141,330,102,0
Here of in permanent camping slot,Sweden,Region Hovedstaden,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,74,90,80,85,75,0
Here of in permanent camping slot,Sweden,Region Hovedstaden,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,85,85,85,85,75,0
Here of in permanent camping slot,Sweden,Region Hovedstaden,March,210,0,0,2,36,40,15,14,101,127,236,40,200,372,371,130,227,185,339,120,261,160,90,80,95,130,75,80,77,0
Here of in permanent camping slot,Sweden,Region Hovedstaden,April,110,60,177,10,16,51,20,95,254,181,205,49,187,182,72,115,117,358,390,288,301,360,342,288,342,342,288,342,0,0
Here of in permanent camping slot,Sweden,Region Hovedstaden,May,242,45,237,20,81,106,138,110,225,207,130,70,206,169,220,130,258,354,341,427,377,399,336,336,420,1932,336,420,0,0
Here of in permanent camping slot,Sweden,Region Hovedstaden,June,280,109,286,54,108,228,141,290,330,278,129,68,99,237,159,111,273,412,482,479,420,480,432,432,552,432,456,480,156,0
Here of in permanent camping slot,Sweden,Region Hovedstaden,July,330,380,424,0,313,319,413,398,317,280,214,85,108,180,223,122,2139,529,1250,796,690,756,756,798,756,924,840,882,504,0
Here of in permanent camping slot,Sweden,Region Hovedstaden,August,340,96,190,18,94,118,150,190,276,260,89,67,122,164,90,112,480,412,595,556,518,567,540,540,513,459,1404,486,405,0
Here of in permanent camping slot,Sweden,Region Hovedstaden,September,94,10,78,30,28,171,137,110,60,110,89,28,139,200,65,78,366,280,390,356,292,280,310,300,315,300,325,310,238,0
Here of in permanent camping slot,Sweden,Region Hovedstaden,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,102,102,100,108,66,0
Here of in permanent camping slot,Sweden,Region Hovedstaden,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,108,96,96,102,66,0
Here of in permanent camping slot,Sweden,Region Hovedstaden,December,0,10,180,0,0,10,10,78,72,221,108,30,96,124,502,36,356,669,387,319,312,171,447,99,111,99,93,96,66,0
Here of in permanent camping slot,Sweden,Region Sjælland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,25,15,15,20,0
Here of in permanent camping slot,Sweden,Region Sjælland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,25,0
Here of in permanent camping slot,Sweden,Region Sjælland,March,128,162,260,150,10,0,0,60,0,0,0,0,0,0,5,34,75,15,31,15,25,10,15,13,16,21,14,22,36,0
Here of in permanent camping slot,Sweden,Region Sjælland,April,148,152,162,150,82,34,4,198,22,24,45,12,1096,26,78,58,72,90,126,117,123,126,146,144,144,176,140,226,0,0
